,model,config,parameters,neg_mean_squared_error,neg_root_mean_squared_error,r2,explained_variance
785,RandomForestRegressor(),dim_30_budget_500_conf_541,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1682854652738.9553,-1120353.5038296846,0.8722735679360646,0.8747705725423309
786,DummyRegressor(),dim_30_budget_500_conf_543,{'strategy': 'mean'},-9388242576564.467,-2992113.640088602,-0.004123826798094266,-8.881784197001253e-17
787,RandomForestRegressor(),dim_30_budget_500_conf_543,"{'criterion': 'absolute_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-1307420294540.691,-1020055.353155575,0.880423508126464,0.88289008515493
788,DummyRegressor(),dim_30_budget_500_conf_811,{'strategy': 'mean'},-1295714436783.095,-1096306.5385812218,-0.007141562477106777,-1.3322676295501878e-16
789,RandomForestRegressor(),dim_30_budget_500_conf_811,"{'criterion': 'squared_error', 'max_depth': None, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-206659252412.05643,-374319.29578771815,0.8747282929436011,0.8761734545332855
790,DummyRegressor(),dim_30_budget_500_conf_813,{'strategy': 'mean'},-1039183237701.5754,-1001553.6355761852,-0.0022507674325514594,8.881784197001253e-17
791,RandomForestRegressor(),dim_30_budget_500_conf_813,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'auto', 'min_samples_split': 10, 'n_estimators': 100, 'random_state': 42}",-112991459072.54526,-291441.482970863,0.9019784379940458,0.9031682592237992
792,DummyRegressor(),dim_30_budget_500_conf_817,{'strategy': 'mean'},-946539512296.6713,-951452.660727744,-0.00478502148429869,-1.3322676295501878e-16
793,RandomForestRegressor(),dim_30_budget_500_conf_817,"{'criterion': 'absolute_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 2, 'n_estimators': 100, 'random_state': 42}",-121905318436.19206,-317146.9471900316,0.875241878497793,0.8773824954469491
794,DummyRegressor(),dim_30_budget_2000_conf_9,{'strategy': 'mean'},-169517996.33000764,-12925.075772376451,-0.0023822283374513196,2.2204460492503132e-17
795,RandomForestRegressor(),dim_30_budget_2000_conf_9,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 1000, 'random_state': 42}",-37207515.40285985,-5824.425568999851,0.7891571387385338,0.7930210392565284
796,DummyRegressor(),dim_30_budget_2000_conf_816,{'strategy': 'mean'},-317831288.06217945,-17650.40940839207,-0.00269645488197674,-1.3322676295501878e-16
797,RandomForestRegressor(),dim_30_budget_2000_conf_816,"{'criterion': 'squared_error', 'max_depth': 8, 'max_features': 'log2', 'min_samples_split': 2, 'n_estimators': 500, 'random_state': 42}",-90959199.31323707,-9097.455523951654,0.7372746198894833,0.73947638526761
798,DummyRegressor(),dim_30_budget_5000_conf_3,{'strategy': 'mean'},-2086653.7607003346,-1440.745860741165,-0.0007408144316597198,-8.881784197001253e-17
799,RandomForestRegressor(),dim_30_budget_5000_conf_3,"{'criterion': 'squared_error', 'max_depth': 4, 'max_features': 'sqrt', 'min_samples_split': 5, 'n_estimators': 100, 'random_state': 42}",-750828.9692459316,-856.6798655073804,0.6314375486424684,0.6319492660320242
